seed,source_timestep,target_timestep,total_depth,reset_depth,oracle_error,free_error,reset_error,free_minus_oracle,reset_minus_oracle,reset_gain,pre_reset_state_gap,recovery_ratio
4,50,42,8,6,0.00044624030124396086,0.00048087825416587293,0.0004552970640361309,3.4637952921912074e-05,9.056762792170048e-06,2.5581190129742026e-05,1.922974843182601e-05,0.7385306570342755
4,50,34,16,4,0.000356703472789377,0.00043424649629741907,0.0004153531917836517,7.75430235080421e-05,5.8649718994274735e-05,1.889330451376736e-05,9.164462426269893e-06,0.24364931439393656
4,50,34,16,8,0.000356703472789377,0.00043424649629741907,0.0003960216708946973,7.75430235080421e-05,3.9318198105320334e-05,3.822482540272176e-05,3.170600757584907e-05,0.49294989637278475
4,50,34,16,12,0.000356703472789377,0.00043424649629741907,0.0003766542940866202,7.75430235080421e-05,1.9950821297243237e-05,5.759220221079886e-05,6.195593596203253e-05,0.7427128786747126
4,20,16,4,1,0.00018780566460918635,0.00021457194816321135,0.0002081797574646771,2.6766283554024994e-05,2.0374092855490744e-05,6.39219069853425e-06,5.784941663478094e-07,0.23881502583772116
4,20,16,4,2,0.00018780566460918635,0.00021457194816321135,0.00020158625557087362,2.6766283554024994e-05,1.3780590961687267e-05,1.2985692592337728e-05,2.289272970301681e-06,0.4851511255242978
4,20,16,4,3,0.00018780566460918635,0.00021457194816321135,0.00019471926498226821,2.6766283554024994e-05,6.913600373081863e-06,1.985268318094313e-05,5.091304501547711e-06,0.7417048818478116
4,20,12,8,2,0.00015219234046526253,0.0002108502376358956,0.00019717779650818557,5.865789717063308e-05,4.498545604292303e-05,1.3672441127710044e-05,2.289272970301681e-06,0.23308781574521079
4,20,12,8,4,0.00015219234046526253,0.0002108502376358956,0.0001829420361900702,5.865789717063308e-05,3.074969572480768e-05,2.7908201445825398e-05,8.924906069296412e-06,0.4757790986717738
4,20,12,8,6,0.00015219234046526253,0.0002108502376358956,0.00016795904957689345,5.865789717063308e-05,1.5766709111630917e-05,4.289118805900216e-05,1.943992538144812e-05,0.7312090976298332
4,20,4,16,4,7.601173274451867e-05,0.000230382225709036,0.00019826526113320142,0.00015437049296451733,0.00012225352838868275,3.211696457583457e-05,8.924906069296412e-06,0.20805118879303433
4,20,4,16,8,7.601173274451867e-05,0.000230382225709036,0.00016240225522778928,0.00015437049296451733,8.639052248327062e-05,6.797997048124671e-05,3.3457690733484924e-05,0.44036894082389294
4,20,4,16,12,7.601173274451867e-05,0.000230382225709036,0.00012141498882556334,0.00015437049296451733,4.5403256081044674e-05,0.00010896723688347265,7.083692617015913e-05,0.7058812522450078
